Rpm,Vibration,Temperature,Pressure,Condition,Reason
13398,4497,98,97,Bad,Your tyre is completely in bad condition
4401,4749,-23,15,Bad,"Due to lower values, tyre is in bad condition"
5660,4145,44,129,Bad,High Pressure and High Vibration
14036,175,0,53,Bad,High pressure
695,2612,95,74,Bad,High Pressure and High Vibration
13602,1660,73,37,Bad,High Pressure and High Vibration
5489,3011,-6,31,Bad,High vibration
6976,66,-30,129,Bad,High pressure
11710,952,57,21,Bad,Low pressure
8609,1484,48,84,Bad,High Pressure and High Vibration
10607,4218,-13,40,Bad,High Pressure and High Vibration
3781,4863,-4,73,Bad,High Pressure and High Vibration
16462,4758,78,37,Bad,High Pressure and High Vibration
12373,2132,37,36,Bad,High Pressure and High Vibration
13437,3176,71,125,Bad,High Pressure and High Vibration
13502,3147,11,76,Bad,High Pressure and High Vibration
18111,3081,106,131,Bad,Your tyre is completely in bad condition
14530,2268,43,27,Bad,Tyre wearout and Engine Failure
18007,3599,98,42,Bad,Your tyre is completely in bad condition
3470,1020,0,119,Bad,High Pressure and High Vibration
11875,4930,113,88,Bad,Your tyre is completely in bad condition
1273,893,42,113,Bad,High pressure
5236,1682,13,53,Bad,High Pressure and High Vibration
11848,1319,89,75,Bad,High Pressure and High Vibration
19641,2939,37,25,Bad,Tyre wearout and Engine Failure
1277,2478,91,100,Bad,High Pressure and High Vibration
19944,114,64,76,Bad,High pressure
2101,4497,31,129,Bad,High Pressure and High Vibration
6127,4511,34,40,Bad,High Pressure and High Vibration
4300,2285,-23,92,Bad,High Pressure and High Vibration
19178,629,39,21,Bad,Low pressure
7689,2043,-18,47,Bad,High Pressure and High Vibration
17727,770,81,89,Bad,High pressure
1453,4112,81,62,Bad,High Pressure and High Vibration
7039,3127,20,129,Bad,High Pressure and High Vibration
998,2237,-18,55,Bad,High Pressure and High Vibration
4674,1669,43,91,Bad,High Pressure and High Vibration
9172,1431,99,101,Bad,High Pressure and High Vibration
16099,2697,-11,16,Bad,Tyre wearout and Engine Failure
3526,3148,-5,100,Bad,High Pressure and High Vibration
3517,2314,36,110,Bad,High Pressure and High Vibration
15191,3530,-8,63,Bad,High Pressure and High Vibration
5092,3653,0,94,Bad,High Pressure and High Vibration
103,2730,76,74,Bad,High Pressure and High Vibration
10782,2116,21,124,Bad,High Pressure and High Vibration
7489,2630,111,124,Bad,High Pressure and High Vibration
8305,974,59,26,Bad,Low pressure
720,4500,38,63,Bad,High Pressure and High Vibration
6784,2540,-7,114,Bad,High Pressure and High Vibration
4135,4901,116,83,Bad,High Pressure and High Vibration
2880,2727,100,71,Bad,High Pressure and High Vibration
18255,2575,-6,14,Bad,Tyre wearout and Engine Failure
15198,4147,-9,73,Bad,High Pressure and High Vibration
17512,2550,71,54,Bad,High Pressure and High Vibration
8381,3981,26,92,Bad,High Pressure and High Vibration
13781,2275,20,116,Bad,High Pressure and High Vibration
14772,3658,-36,74,Bad,High Pressure and High Vibration
10022,4769,6,83,Bad,High Pressure and High Vibration
19132,1213,38,125,Bad,High Pressure and High Vibration
17047,123,7,63,Bad,High pressure
6456,3437,98,31,Bad,Tyre Bursting
590,2293,-33,82,Bad,High Pressure and High Vibration
9073,1410,21,121,Bad,High Pressure and High Vibration
13080,2466,115,90,Bad,Your tyre is completely in bad condition
17105,4856,52,89,Bad,High Pressure and High Vibration
7085,2201,-30,70,Bad,High Pressure and High Vibration
8664,4602,-2,107,Bad,High Pressure and High Vibration
15247,1670,70,105,Bad,High Pressure and High Vibration
7498,401,120,29,Bad,High Temperature
8470,4294,-5,50,Bad,High Pressure and High Vibration
18331,21,46,22,Bad,Low pressure
15346,4857,24,43,Bad,High Pressure and High Vibration
7224,480,-4,116,Bad,High pressure
15609,4810,-39,107,Bad,High Pressure and High Vibration
17793,3917,-32,89,Bad,High Pressure and High Vibration
19035,42,98,105,Bad,RPM and Temperature are high
141,3527,28,123,Bad,High Pressure and High Vibration
12281,2308,27,89,Bad,High Pressure and High Vibration
18600,99,92,65,Bad,RPM and Temperature are high
14298,4537,70,62,Bad,High Pressure and High Vibration
11125,1260,18,28,Bad,Tyre wearout and Engine Failure
11936,3978,64,36,Bad,High Pressure and High Vibration
5104,4667,71,77,Bad,High Pressure and High Vibration
14744,2020,60,79,Bad,High Pressure and High Vibration
3930,957,115,91,Bad,Tyre Bursting
9860,1968,-27,28,Bad,High vibration
4585,1689,72,129,Bad,High Pressure and High Vibration
18826,1460,82,27,Bad,Tyre wearout and Engine Failure
10051,3505,55,118,Bad,High Pressure and High Vibration
14722,264,23,42,Bad,High pressure
5383,2681,81,124,Bad,High Pressure and High Vibration
10106,3526,-26,34,Bad,Tyre wearout and Engine Failure
11932,4059,36,46,Bad,High Pressure and High Vibration
11104,3015,78,85,Bad,High Pressure and High Vibration
14737,235,-15,45,Bad,High pressure
12847,3871,-20,31,Bad,Tyre wearout and Engine Failure
3432,1595,3,103,Bad,High Pressure and High Vibration
17249,3302,3,31,Bad,Tyre wearout and Engine Failure
17028,2786,42,71,Bad,High Pressure and High Vibration
11842,2987,103,72,Bad,Your tyre is completely in bad condition
7354,3467,34,65,Bad,High Pressure and High Vibration
5931,4834,109,22,Bad,Tyre Bursting
3941,2142,4,75,Bad,High Pressure and High Vibration
5941,655,31,76,Bad,High pressure
16345,2956,3,51,Bad,High Pressure and High Vibration
5011,2630,24,30,Bad,High vibration
2393,4974,64,66,Bad,High Pressure and High Vibration
7148,1715,92,52,Bad,High Pressure and High Vibration
15162,2958,24,113,Bad,High Pressure and High Vibration
1004,3880,81,31,Bad,Low rpm
9052,847,47,44,Bad,High pressure
19803,982,77,90,Bad,High pressure
17630,2763,98,128,Bad,Your tyre is completely in bad condition
2656,3928,17,105,Bad,High Pressure and High Vibration
12332,1646,105,21,Bad,Tyre wearout and Engine Failure
1993,1784,71,108,Bad,High Pressure and High Vibration
11727,91,27,34,Bad,High rpm
10546,3020,-9,51,Bad,High Pressure and High Vibration
16829,2630,88,116,Bad,High Pressure and High Vibration
6236,4241,67,40,Bad,High Pressure and High Vibration
8438,4478,48,112,Bad,High Pressure and High Vibration
18911,382,39,42,Bad,High pressure
10679,4658,11,62,Bad,High Pressure and High Vibration
10266,505,-33,127,Bad,High pressure
17142,3348,-6,59,Bad,High Pressure and High Vibration
9926,3301,-40,71,Bad,High Pressure and High Vibration
5638,4859,107,21,Bad,Tyre Bursting
19651,2836,5,85,Bad,High Pressure and High Vibration
16641,3199,11,29,Bad,Tyre wearout and Engine Failure
7524,1205,66,70,Bad,High Pressure and High Vibration
12698,2070,27,45,Bad,High Pressure and High Vibration
2719,241,-36,52,Bad,Tyre Bursting
6278,4763,63,126,Bad,High Pressure and High Vibration
16250,4985,-40,97,Bad,High Pressure and High Vibration
12164,715,-4,34,Bad,High rpm
3633,4433,2,108,Bad,High Pressure and High Vibration
11813,1548,95,30,Bad,Tyre wearout and Engine Failure
17715,2243,43,104,Bad,High Pressure and High Vibration
633,4458,-38,71,Bad,High Pressure and High Vibration
3553,3632,111,87,Bad,High Pressure and High Vibration
12510,691,36,129,Bad,High pressure
3555,443,-4,26,Bad,"Due to lower values, tyre is in bad condition"
6411,4566,53,123,Bad,High Pressure and High Vibration
7642,4002,110,103,Bad,High Pressure and High Vibration
9902,3706,3,113,Bad,High Pressure and High Vibration
14156,1378,-39,122,Bad,High Pressure and High Vibration
9052,863,103,119,Bad,Tyre Bursting
16130,939,20,43,Bad,High pressure
14861,790,86,84,Bad,High pressure
3694,304,7,118,Bad,High pressure
3781,1677,8,112,Bad,High Pressure and High Vibration
5708,3742,112,35,Bad,Tyre Bursting
4348,3496,-28,90,Bad,High Pressure and High Vibration
11944,2643,117,83,Bad,Your tyre is completely in bad condition
9548,4691,43,126,Bad,High Pressure and High Vibration
16281,1551,-14,79,Bad,High Pressure and High Vibration
4492,4963,61,125,Bad,High Pressure and High Vibration
194,4456,86,26,Bad,Low pressure
2932,1224,115,32,Bad,Tyre Bursting
13082,4038,74,116,Bad,High Pressure and High Vibration
17838,4690,65,14,Bad,Tyre wearout and Engine Failure
10520,4179,114,112,Bad,Your tyre is completely in bad condition
4477,4677,-6,112,Bad,High Pressure and High Vibration
8767,2656,43,70,Bad,High Pressure and High Vibration
15619,1743,98,110,Bad,Your tyre is completely in bad condition
9409,3839,41,62,Bad,High Pressure and High Vibration
9957,4045,65,96,Bad,High Pressure and High Vibration
3048,4982,94,52,Bad,High Pressure and High Vibration
15199,1494,-20,62,Bad,High Pressure and High Vibration
5396,4920,71,108,Bad,High Pressure and High Vibration
10775,2280,57,85,Bad,High Pressure and High Vibration
19906,2626,35,79,Bad,High Pressure and High Vibration
17750,2480,94,116,Bad,Your tyre is completely in bad condition
18132,3878,17,70,Bad,High Pressure and High Vibration
13008,56,89,91,Bad,High pressure
16693,2483,-25,47,Bad,High Pressure and High Vibration
11268,3384,-18,73,Bad,High Pressure and High Vibration
3801,150,41,25,Bad,Low pressure
13040,1689,21,77,Bad,High Pressure and High Vibration
4817,444,11,87,Bad,High pressure
8539,3071,38,26,Bad,Low pressure
12456,3982,59,93,Bad,High Pressure and High Vibration
19930,4141,32,23,Bad,Tyre wearout and Engine Failure
13875,4902,109,64,Bad,Your tyre is completely in bad condition
2357,2481,101,48,Bad,High Pressure and High Vibration
17639,2221,113,60,Bad,Your tyre is completely in bad condition
6176,2260,-18,92,Bad,High Pressure and High Vibration
7417,1492,46,109,Bad,High Pressure and High Vibration
10540,3748,-3,24,Bad,Tyre wearout and Engine Failure
8750,2345,-13,129,Bad,High Pressure and High Vibration
474,3930,38,34,Bad,Low rpm
12317,491,79,16,Bad,Low pressure
5580,165,90,42,Bad,High pressure
13590,758,7,101,Bad,High pressure
4073,858,25,45,Bad,High pressure
13850,3021,-21,111,Bad,High Pressure and High Vibration
3110,4625,-3,110,Bad,High Pressure and High Vibration
233,2130,-29,129,Bad,High Pressure and High Vibration
12197,244,79,45,Bad,High pressure
6688,2024,91,80,Bad,High Pressure and High Vibration
13303,4236,-31,38,Bad,High Pressure and High Vibration
5982,636,79,41,Bad,High pressure
7464,1575,-34,105,Bad,High Pressure and High Vibration
5200,775,117,64,Bad,Tyre Bursting
511,4792,72,80,Bad,High Pressure and High Vibration
12975,1662,8,53,Bad,High Pressure and High Vibration
3755,1769,18,129,Bad,High Pressure and High Vibration
10057,312,11,123,Bad,High pressure
18200,1400,98,124,Bad,Your tyre is completely in bad condition
10739,4322,7,64,Bad,High Pressure and High Vibration
16619,1120,-6,14,Bad,Tyre wearout and Engine Failure
19857,2208,-24,20,Bad,Tyre wearout and Engine Failure
15530,1659,115,26,Bad,Tyre wearout and Engine Failure
1965,966,-28,115,Bad,Tyre Bursting
16496,3875,57,55,Bad,High Pressure and High Vibration
16375,4688,-34,40,Bad,High Pressure and High Vibration
3103,3024,-20,68,Bad,High Pressure and High Vibration
3998,3099,52,120,Bad,High Pressure and High Vibration
11401,2223,65,75,Bad,High Pressure and High Vibration
19888,3563,8,52,Bad,High Pressure and High Vibration
13061,385,92,111,Bad,RPM and Temperature are high
10738,444,46,109,Bad,High pressure
4553,1142,41,63,Bad,High Pressure and High Vibration
18472,3168,35,120,Bad,High Pressure and High Vibration
6300,159,-18,21,Bad,Tyre blowout
14977,3479,38,104,Bad,High Pressure and High Vibration
19570,18,17,66,Bad,High pressure
5389,2593,37,88,Bad,High Pressure and High Vibration
1152,3463,31,74,Bad,High Pressure and High Vibration
9180,307,81,114,Bad,High pressure
8469,80,85,67,Bad,High pressure
14282,1707,28,79,Bad,High Pressure and High Vibration
1251,1117,-38,14,Bad,"Due to lower values, tyre is in bad condition"
14797,2093,93,27,Bad,Tyre wearout and Engine Failure
7910,3660,-26,77,Bad,High Pressure and High Vibration
18583,1956,23,50,Bad,High Pressure and High Vibration
14452,925,42,50,Bad,High pressure
2806,528,49,68,Bad,High pressure
5974,2128,47,109,Bad,High Pressure and High Vibration
10964,482,-6,26,Bad,Tyre blowout
14890,803,-10,99,Bad,High pressure
13115,364,-10,26,Bad,Tyre blowout
2493,2375,104,66,Bad,High Pressure and High Vibration
105,3699,62,45,Bad,High Pressure and High Vibration
6686,3546,-33,123,Bad,High Pressure and High Vibration
10144,2514,48,109,Bad,High Pressure and High Vibration
9095,3077,84,77,Bad,High Pressure and High Vibration
5394,1933,19,124,Bad,High Pressure and High Vibration
6321,4982,10,74,Bad,High Pressure and High Vibration
11877,1021,-26,102,Bad,High Pressure and High Vibration
12155,58,27,75,Bad,High pressure
10793,3433,-29,88,Bad,High Pressure and High Vibration
5601,475,-17,29,Bad,Low Temperature
12083,3239,73,103,Bad,High Pressure and High Vibration
1660,4877,-28,29,Bad,Tyre Bursting
1316,1747,19,61,Bad,High Pressure and High Vibration
2166,1271,45,55,Bad,High Pressure and High Vibration
13486,3381,74,68,Bad,High Pressure and High Vibration
4988,3248,41,58,Bad,High Pressure and High Vibration
8186,3489,67,109,Bad,High Pressure and High Vibration
14839,1123,-39,90,Bad,High Pressure and High Vibration
15910,1978,-9,51,Bad,High Pressure and High Vibration
13474,2446,23,78,Bad,High Pressure and High Vibration
16700,3231,41,105,Bad,High Pressure and High Vibration
11535,855,22,114,Bad,High pressure
3547,714,63,42,Bad,High pressure
9474,410,105,52,Bad,Tyre Bursting
4350,272,40,55,Bad,High pressure
16908,399,11,24,Bad,Low pressure
15570,1587,20,74,Bad,High Pressure and High Vibration
16549,4035,45,23,Bad,Tyre wearout and Engine Failure
13066,3081,51,91,Bad,High Pressure and High Vibration
18312,4691,76,29,Bad,Tyre wearout and Engine Failure
12701,2315,8,68,Bad,High Pressure and High Vibration
2815,169,-32,61,Bad,Tyre Bursting
16013,941,54,113,Bad,High pressure
18736,4359,-32,125,Bad,High Pressure and High Vibration
11961,2751,34,81,Bad,High Pressure and High Vibration
13513,2700,21,20,Bad,Tyre wearout and Engine Failure
5912,4487,-7,84,Bad,High Pressure and High Vibration
11293,3804,102,116,Bad,Your tyre is completely in bad condition
19224,4110,80,27,Bad,Tyre wearout and Engine Failure
7877,28,56,122,Bad,High pressure
13244,3748,106,112,Bad,Your tyre is completely in bad condition
18122,4430,82,43,Bad,High Pressure and High Vibration
17423,1981,-18,52,Bad,High Pressure and High Vibration
1895,3101,110,68,Bad,High Pressure and High Vibration
11960,1534,24,79,Bad,High Pressure and High Vibration
13319,2611,15,47,Bad,High Pressure and High Vibration
6652,4394,29,107,Bad,High Pressure and High Vibration
12567,1913,21,85,Bad,High Pressure and High Vibration
3209,4762,77,66,Bad,High Pressure and High Vibration
13161,734,29,71,Bad,High pressure
14143,4756,20,103,Bad,High Pressure and High Vibration
19286,919,-15,18,Bad,Tyre blowout
16132,538,29,83,Bad,High pressure
19485,1834,13,116,Bad,High Pressure and High Vibration
6012,3923,37,74,Bad,High Pressure and High Vibration
16139,721,-12,79,Bad,High pressure
11209,294,116,129,Bad,RPM and Temperature are high
13126,1954,28,88,Bad,High Pressure and High Vibration
9355,4572,44,124,Bad,High Pressure and High Vibration
7101,3715,70,50,Bad,High Pressure and High Vibration
2297,1803,82,120,Bad,High Pressure and High Vibration
4811,3073,-22,18,Bad,"Due to lower values, tyre is in bad condition"
4266,1739,-38,104,Bad,High Pressure and High Vibration
3046,2207,98,17,Bad,Tyre Bursting
13193,4232,64,90,Bad,High Pressure and High Vibration
1711,1520,12,22,Bad,Low pressure
3420,1199,110,18,Bad,Tyre Bursting
19951,4307,-4,25,Bad,Tyre wearout and Engine Failure
16282,2465,103,99,Bad,Your tyre is completely in bad condition
13224,3258,99,115,Bad,Your tyre is completely in bad condition
896,1141,86,46,Bad,High Pressure and High Vibration
13579,3258,51,119,Bad,High Pressure and High Vibration
16255,2951,37,26,Bad,Tyre wearout and Engine Failure
17816,218,42,56,Bad,High pressure
10674,2357,-24,79,Bad,High Pressure and High Vibration
15384,4384,45,102,Bad,High Pressure and High Vibration
8654,984,58,81,Bad,High pressure
12574,3895,56,38,Bad,High Pressure and High Vibration
19103,608,-3,88,Bad,High pressure
1190,1005,13,40,Bad,High Pressure and High Vibration
8662,1547,69,104,Bad,High Pressure and High Vibration
16000,4797,27,36,Bad,High Pressure and High Vibration
16588,696,-18,31,Bad,High rpm
19137,2293,73,66,Bad,High Pressure and High Vibration
3600,1974,104,66,Bad,High Pressure and High Vibration
1911,3632,-39,61,Bad,High Pressure and High Vibration
6787,2825,80,78,Bad,High Pressure and High Vibration
6157,3952,-25,28,Bad,High vibration
11141,3505,23,87,Bad,High Pressure and High Vibration
17107,812,38,42,Bad,High pressure
4589,2057,13,111,Bad,High Pressure and High Vibration
12854,1920,-1,77,Bad,High Pressure and High Vibration
10051,2780,102,106,Bad,Your tyre is completely in bad condition
14254,4826,94,25,Bad,Tyre wearout and Engine Failure
1719,971,105,14,Bad,Low pressure
